day,customer_id,customer_type,total_sales
2019-09-11,4926064524,Returning,161.100
2019-09-11,853312143444,Returning,25.490
2019-09-11,2407296270420,First-time,30.900
2019-09-11,382139400217,Returning,46.000
2019-09-11,693900312660,Returning,90.400
2019-09-11,1251665510484,Returning,100.800
2019-09-11,2410064969812,First-time,140.000
2019-09-11,5029174988,Returning,25.900
2019-09-11,625994104916,Returning,69.000
2019-09-11,748094390356,Returning,43.900
2019-09-11,1174816391252,Returning,100.850
2019-09-11,855539908692,Returning,5.400
2019-09-11,2325093318740,Returning,35.300
2019-09-11,6167413004,Returning,110.000
2019-09-11,4082670022,Returning,89.500
2019-09-11,2409268019284,Returning,183.850
2019-09-11,2226135531604,Returning,247.060
2019-09-11,375560994841,Returning,57.600
2019-09-11,1866300981332,Returning,55.000
2019-09-11,630766895188,Returning,167.600
2019-09-11,659952369748,Returning,63.400
2019-09-11,1252466360404,Returning,32.900
2019-09-11,2408687992916,First-time,60.800
2019-09-11,2050058780756,Returning,42.000
2019-09-11,2409479143508,Returning,17.900
2019-09-11,1874818629716,Returning,65.300
2019-09-11,2409334112340,First-time,43.320
2019-09-11,1201913888852,Returning,61.150
2019-09-11,1226544480340,Returning,68.100
2019-09-11,2378535075924,Returning,-12.100
2019-09-11,2408905310292,First-time,30.400
2019-09-11,1156164288596,Returning,25.800
2019-09-11,2379314495572,Returning,26.800
2019-09-11,2090443407444,Returning,25.900
2019-09-11,6629642060,Returning,33.700
2019-09-11,2409273884756,First-time,41.710
2019-09-11,399723102233,Returning,43.090
2019-09-11,744869691476,Returning,29.000
2019-09-11,125248307225,Returning,61.500
2019-09-11,2059337138260,Returning,40.100
2019-09-11,2408650408020,First-time,135.900
2019-09-11,842657136724,Returning,25.200
2019-09-11,334883946521,Returning,93.000
2019-09-11,1831115817044,Returning,30.000
2019-09-11,1762715009108,First-time,51.000
2019-09-11,378508804121,Returning,26.000
2019-09-11,6566082892,Returning,129.900
2019-09-11,1211976974420,Returning,27.700
2019-09-11,739548987476,Returning,97.200
2019-09-11,1860679401556,Returning,27.160
2019-09-11,2079528452180,Returning,30.400
2019-09-11,2135068868692,Returning,25.200
2019-09-11,5659505612,Returning,191.400
2019-09-11,1200301998164,Returning,25.000
2019-09-11,1921431470164,Returning,25.700
2019-09-11,678896697428,Returning,33.500
2019-09-11,1230032699476,Returning,185.900
2019-09-11,2409671983188,First-time,135.900
2019-09-11,1227731763284,Returning,71.850
2019-09-11,1104253419604,Returning,159.900
2019-09-11,752417210452,Returning,87.600
2019-09-11,107293671449,Returning,26.200
2019-09-11,192902561817,Returning,52.200
2019-09-11,2409833201748,First-time,47.250
2019-09-11,74439295001,Returning,106.600
2019-09-11,1680278323284,Returning,83.000
2019-09-11,1923109290068,Returning,27.300
2019-09-11,5873940300,Returning,585.900
2019-09-11,1144622678100,Returning,102.500
2019-09-11,856238227540,Returning,150.000
2019-09-11,296624881689,Returning,53.400
2019-09-11,2013476192340,Returning,82.770
2019-09-11,1249110360148,Returning,143.200
2019-09-11,1253463064660,Returning,99.200
2019-09-11,3111227078,Returning,101.200
2019-09-11,1825432600660,Returning,114.000
2019-09-11,6110820556,Returning,117.010
2019-09-11,2387539689556,Returning,109.400
2019-09-11,413046243353,Returning,27.900
2019-09-11,1144631361620,Returning,26.100
2019-09-11,1870668136532,Returning,107.400
2019-09-11,1901863469140,Returning,174.300
2019-09-11,171376672793,Returning,134.900
2019-09-11,5988699596,Returning,89.700
2019-09-11,1262977318996,Returning,52.870
2019-09-11,1148719988820,Returning,26.390
2019-09-11,2006340272212,Returning,28.500
2019-09-11,2408448229460,First-time,45.500
2019-09-11,2409543499860,First-time,118.750
2019-09-11,1166888960084,Returning,-39.100
2019-09-11,84836057113,Returning,38.500
2019-09-11,1857802502228,Returning,54.600
2019-09-11,1929356148820,Returning,31.430
2019-09-11,225142013977,Returning,195.100
2019-09-11,264148910105,Returning,61.500
2019-09-12,2204407922772,Returning,25.200
2019-09-12,2412396675156,First-time,193.900
2019-09-12,681131114580,Returning,105.510
2019-09-12,2413093781588,First-time,66.000
2019-09-12,1996709429332,Returning,67.400
2019-09-12,2411360059476,First-time,59.380
2019-09-12,2134887530580,Returning,25.350
2019-09-12,2412658262100,First-time,104.030
2019-09-12,223599132697,Returning,-10.500
2019-09-12,619908137044,Returning,39.000
2019-09-12,1249480900692,Returning,254.600
2019-09-12,2411945197652,First-time,155.800
2019-09-12,2401077428308,First-time,25.270
2019-09-12,2412924665940,First-time,36.800
2019-09-12,1133386137684,Returning,142.200
2019-09-12,623069266004,Returning,32.300
2019-09-12,397488193561,Returning,34.500
2019-09-12,5498399116,Returning,41.000
2019-09-12,4005335366,Returning,144.900
2019-09-12,2412234637396,First-time,94.910
2019-09-12,2412640403540,First-time,53.450
2019-09-12,303104950297,Returning,246.000
2019-09-12,403203588121,Returning,38.000
2019-09-12,2058922098772,First-time,76.750
2019-09-12,2320561700948,Returning,60.800
2019-09-12,646265077844,Returning,147.200
2019-09-12,2220176474196,First-time,25.200
2019-09-12,213373452313,Returning,37.000
2019-09-12,3314438534,Returning,28.500
2019-09-12,736436813908,Returning,111.150
2019-09-12,1241834487892,Returning,242.100
2019-09-12,178912362521,Returning,29.700
2019-09-12,6408923148,Returning,450.000
2019-09-12,2324245872724,Returning,88.800
2019-09-12,2329252560980,Returning,59.800
2019-09-12,696238833748,Returning,77.900
2019-09-12,1741743816788,Returning,95.600
2019-09-12,2092995248212,Returning,68.600
2019-09-12,676905091156,Returning,235.500
2019-09-12,1196421283924,Returning,60.300
2019-09-12,1210727792724,Returning,239.400
2019-09-12,2014275338324,Returning,300.000
2019-09-12,846509736020,Returning,49.900
2019-09-12,635586183252,Returning,149.600
2019-09-12,1175404445780,Returning,62.330
2019-09-12,1872577724500,Returning,99.670
2019-09-12,382323359769,Returning,107.300
2019-09-12,129640235033,Returning,58.500
2019-09-12,1254542835796,Returning,49.100
2019-09-12,631254810708,Returning,177.900
2019-09-12,1752924389460,Returning,64.600
2019-09-12,2070758686804,Returning,31.900
2019-09-12,2411459149908,First-time,72.900
2019-09-12,1931118510164,Returning,33.000
2019-09-12,277478146073,Returning,99.400
2019-09-12,1866302455892,Returning,122.030
2019-09-12,1866445717588,Returning,35.100
2019-09-12,302071283737,Returning,76.800
2019-09-12,612891000916,Returning,29.100
2019-09-12,2089608052820,Returning,59.900
2019-09-12,1242276266068,Returning,74.500
2019-09-12,1112145559636,Returning,84.000
2019-09-12,1713542725716,Returning,266.450
2019-09-12,2413030801492,First-time,40.410
2019-09-12,2104169267284,Returning,37.500
2019-09-12,6387193228,Returning,53.000
2019-09-12,100496539673,Returning,44.000
2019-09-12,1994617454676,Returning,100.200
2019-09-12,2412799885396,First-time,25.570
2019-09-12,2412379930708,First-time,332.700
2019-09-12,2398676189268,First-time,34.030
2019-09-12,11237851161,Returning,155.700
2019-09-12,2412113657940,First-time,362.300
2019-09-12,748622544980,Returning,37.800
2019-09-12,701581033556,Returning,450.000
2019-09-12,2412969394260,First-time,40.600
2019-09-12,749672988756,Returning,26.000
2019-09-12,170233757721,Returning,67.290
2019-09-12,1752962334804,Returning,76.000
2019-09-12,1223277379668,Returning,27.100
2019-09-12,1713544921172,Returning,25.200
2019-09-12,113505304601,Returning,240.200
2019-09-12,2006123348052,First-time,135.470
2019-09-12,1253597872212,Returning,112.900
2019-09-12,2412311052372,First-time,31.540
2019-09-12,2412209635412,First-time,99.180
2019-09-12,2234163724372,Returning,326.670
2019-09-12,2413025656916,First-time,29.000
2019-09-12,2412906971220,First-time,50.400
2019-09-12,6661057164,Returning,159.900
2019-09-12,4209581894,Returning,29.700
2019-09-12,2411310547028,Returning,25.150
2019-09-12,1134632632404,Returning,116.100
2019-09-12,1896888336468,Returning,33.000
2019-09-12,2222190264404,Returning,62.540
2019-09-12,2697200262,Returning,37.250
2019-09-12,1747314540628,Returning,36.000
2019-09-12,1232967958612,Returning,69.000
2019-09-12,6604955724,Returning,155.120
2019-09-12,1840470949972,Returning,25.200
2019-09-12,188668674073,Returning,80.300
2019-09-12,1919230967892,Returning,70.600
2019-09-12,2093156728916,Returning,26.700
2019-09-12,2012335833172,Returning,50.000
2019-09-12,134452838425,Returning,177.030
2019-09-12,2412652265556,First-time,55.390
2019-09-12,1932678594644,Returning,30.300
2019-09-12,673519665236,Returning,42.000
2019-09-12,2327164846164,Returning,25.000
2019-09-12,1207985307732,Returning,-12.900
2019-09-12,2012164685908,Returning,269.170
2019-09-12,2013295083604,Returning,65.400
2019-09-12,1189144526932,Returning,64.200
2019-09-12,1268099547220,Returning,48.800
2019-09-12,1710921384020,Returning,66.400
2019-09-12,1889854783572,Returning,39.000
2019-09-12,2326426648660,First-time,50.500
2019-09-12,2195039125588,Returning,33.470
2019-09-12,2236457943124,Returning,46.100
2019-09-12,328323170329,Returning,151.300
2019-09-12,2411236130900,First-time,51.900
2019-09-12,1839014641748,Returning,42.000
2019-09-12,1271640195156,Returning,31.900
2019-09-12,2412257968212,First-time,48.450
2019-09-12,2201882951764,Returning,28.700
2019-09-12,427703468057,Returning,285.800
2019-09-12,1870974353492,Returning,158.200
2019-09-12,1250209595476,Returning,282.200
2019-09-12,2412568543316,First-time,63.900
2019-09-12,396848922649,Returning,42.200
2019-09-12,2412086919252,First-time,31.500
2019-09-12,1162731061332,Returning,77.120
2019-09-12,1205694726228,Returning,28.000
2019-09-12,2298714980436,Returning,79.700
2019-09-12,702395547732,Returning,44.900
2019-09-12,1156560748628,Returning,137.700
2019-09-12,2413065994324,First-time,221.140
2019-09-12,2403938893908,First-time,35.900
2019-09-12,6580128076,Returning,51.320
2019-09-12,1166888960084,Returning,51.000
2019-09-12,199532806169,Returning,270.830
2019-09-12,2240073990228,Returning,47.400
2019-09-12,662652223572,Returning,83.400
2019-09-12,196779081753,Returning,59.900
2019-09-12,3442991878,Returning,40.000
2019-09-12,1228501811284,Returning,27.600
2019-09-12,2115048112212,Returning,31.500
2019-09-12,431073034265,Returning,58.500
2019-09-12,411535671321,Returning,39.000
2019-09-12,2398369579092,First-time,118.910
2019-09-12,265415360537,Returning,103.600
2019-09-12,1738889101396,Returning,77.400
2019-09-12,418265956377,Returning,99.000
2019-09-12,1837059145812,Returning,136.800
2019-09-12,1225369976916,Returning,63.400
2019-09-12,2228498497620,Returning,57.010
2019-09-12,185285115929,Returning,58.110
2019-09-12,2412089901140,First-time,92.400
2019-09-12,6565264460,Returning,34.750
2019-09-12,6583702092,Returning,90.000
2019-09-12,2412153339988,First-time,101.840
2019-09-12,4867467724,Returning,76.800
2019-09-12,2412623331412,First-time,26.410
2019-09-12,1857708163156,Returning,48.500
2019-09-12,624066756692,Returning,48.310
2019-09-12,433250861081,Returning,79.900
2019-09-12,609930903636,Returning,129.280
2019-09-12,2239338938452,First-time,102.600
2019-09-12,627349717076,First-time,100.490
2019-09-12,1113796378708,First-time,25.000
2019-09-12,2412757712980,First-time,25.000
2019-09-12,202461184025,Returning,42.000
2019-09-12,2100003143764,Returning,93.900
2019-09-12,2344190836820,Returning,128.360
2019-09-12,855539908692,Returning,74.500
2019-09-12,1139975127124,Returning,51.000
2019-09-12,620332220500,Returning,38.500
2019-09-12,374391144473,Returning,37.000
2019-09-12,391867105305,Returning,31.900
2019-09-13,2052173430868,Returning,77.900
2019-09-13,2257764909140,Returning,77.890
2019-09-13,283275952153,Returning,151.000
2019-09-13,1835734368340,Returning,28.500
2019-09-13,1142253781076,Returning,114.000
2019-09-13,1251448193108,Returning,39.000
2019-09-13,3982341702,Returning,228.640
2019-09-13,2413770047572,First-time,25.550
2019-09-13,2415143026772,First-time,32.750
2019-09-13,2415776432212,First-time,62.510
2019-09-13,2415155085396,First-time,37.300
2019-09-13,683013767252,Returning,171.300
2019-09-13,5737814092,Returning,30.800
2019-09-13,662799941716,Returning,27.500
2019-09-13,1920112820308,Returning,35.900
2019-09-13,602463862868,Returning,234.000
2019-09-13,2075545075796,Returning,99.000
2019-09-13,2182323863636,Returning,-30.600
2019-09-13,239779577881,Returning,27.600
2019-09-13,2415715844180,First-time,203.800
2019-09-13,732161638484,Returning,201.150
2019-09-13,855971627092,Returning,54.250
2019-09-13,734480367700,Returning,98.950
2019-09-13,297984327705,Returning,97.300
2019-09-13,2109080666196,Returning,84.000
2019-09-13,854581837908,Returning,33.100
2019-09-13,1204311720020,Returning,56.800
2019-09-13,314792673305,Returning,125.650
2019-09-13,2321076060244,Returning,42.000
2019-09-13,229098258457,Returning,120.200
2019-09-13,5056091084,Returning,137.400
2019-09-13,348443738137,Returning,34.300
2019-09-13,413046243353,Returning,31.500
2019-09-13,2415398322260,First-time,129.110
2019-09-13,196618420249,Returning,31.920
2019-09-13,2414896906324,First-time,39.200
2019-09-13,433992630297,Returning,45.000
2019-09-13,412374564889,Returning,93.600
2019-09-13,1712203989076,Returning,51.000
2019-09-13,2415846490196,First-time,176.800
2019-09-13,844076679252,Returning,44.900
2019-09-13,2415458189396,Returning,68.000
2019-09-13,1234595315796,First-time,27.800
2019-09-13,1268261617748,Returning,40.000
2019-09-13,2414941732948,First-time,26.030
2019-09-13,1926248300628,Returning,51.500
2019-09-13,637859364948,Returning,129.950
2019-09-13,842286202964,First-time,25.550
2019-09-13,1157202477140,Returning,3.700
2019-09-13,1836736872532,Returning,193.390
2019-09-13,2415708766292,First-time,25.000
2019-09-13,1754710933588,Returning,26.500
2019-09-13,2415944794196,First-time,28.310
2019-09-13,1930557390932,Returning,60.000
2019-09-13,2325990211668,Returning,111.400
2019-09-13,125091643417,Returning,32.890
2019-09-13,1832469135444,Returning,101.490
2019-09-13,286963957785,Returning,31.500
2019-09-13,1867742740564,Returning,76.000
2019-09-13,1923293708372,Returning,107.000
2019-09-13,215455924249,Returning,50.130
2019-09-13,1193096085588,Returning,247.550
2019-09-13,1173845377108,Returning,65.900
2019-09-13,249188483097,Returning,65.000
2019-09-13,418907881497,Returning,42.800
2019-09-13,1898772299860,Returning,117.980
2019-09-13,2415042527316,First-time,46.600
2019-09-13,1233326964820,Returning,33.100
2019-09-13,2068382416980,Returning,47.700
2019-09-13,5475465804,Returning,89.600
2019-09-13,1169369989204,First-time,87.500
2019-09-13,409866076185,Returning,29.900
2019-09-13,747192549460,Returning,25.060
2019-09-13,315875721241,Returning,166.000
2019-09-13,1227918868564,Returning,30.950
2019-09-13,2414819901524,First-time,80.370
2019-09-13,1992571256916,Returning,42.000
2019-09-13,1248981516372,Returning,27.060
2019-09-13,2415538503764,First-time,120.560
2019-09-13,1250072133716,Returning,41.400
2019-09-13,1226685186132,Returning,167.500
2019-09-13,5251502156,Returning,38.840
2019-09-13,611187982420,Returning,33.500
2019-09-13,105996550169,Returning,59.800
2019-09-13,1129933635668,Returning,39.000
2019-09-13,2015857934420,Returning,26.800
2019-09-13,2413069664340,First-time,100.500
2019-09-13,352879476761,Returning,185.310
2019-09-13,691759644756,Returning,151.200
2019-09-13,2415437938772,First-time,34.010
2019-09-13,605990944852,Returning,97.800
2019-09-13,1134346633300,Returning,38.400
2019-09-13,4035116422,Returning,450.000
2019-09-13,857778192468,Returning,143.390
2019-09-13,608340738132,Returning,40.000
2019-09-13,29795319833,Returning,108.520
2019-09-13,1847947198548,Returning,99.800
2019-09-13,613986009172,Returning,99.750
2019-09-13,1164534448212,Returning,72.650
2019-09-13,850528108628,Returning,34.000
2019-09-13,2372352901204,Returning,29.410
2019-09-13,2410019258452,Returning,42.390
2019-09-13,1915144405076,Returning,90.600
2019-09-13,1858788229204,Returning,34.920
2019-09-13,2414741749844,First-time,39.900
2019-09-13,4781813772,Returning,360.000
2019-09-13,1165145440340,Returning,100.000
2019-09-13,2415458189396,First-time,138.000
2019-09-13,5981867660,Returning,35.000
2019-09-13,1753044320340,Returning,55.500
2019-09-13,2306754674772,Returning,29.700
2019-09-13,2413739802708,First-time,28.500
2019-09-13,739620225108,Returning,169.900
2019-09-13,1143672930388,Returning,32.900
2019-09-13,24296980505,Returning,206.820
2019-09-13,1847655891028,Returning,31.800
2019-09-13,1846639755348,Returning,61.800
2019-09-13,1170629820500,Returning,63.600
2019-09-13,1247997722708,Returning,51.900
2019-09-13,1174820421716,Returning,29.150
2019-09-13,2208950091860,Returning,43.200
2019-09-13,109816709145,Returning,48.000
2019-09-13,71571701785,Returning,78.000
2019-09-13,1136059744340,Returning,60.800
2019-09-13,1745793679444,Returning,25.980
2019-09-13,630611181652,Returning,170.200
2019-09-13,2414698725460,First-time,55.480
2019-09-13,2204466708564,Returning,30.000
2019-09-13,430469742617,Returning,25.900
2019-09-13,1877603057748,Returning,49.500
2019-09-13,856165744724,Returning,34.200
2019-09-13,677403885652,Returning,150.350
2019-09-13,378116440089,Returning,48.390
2019-09-13,6378394636,Returning,84.400
2019-09-13,402863423513,Returning,170.000
2019-09-13,659887226964,Returning,88.000
2019-09-13,3370178374,Returning,44.200
2019-09-13,1180470739028,Returning,50.300
2019-09-13,1970621055060,Returning,91.200
2019-09-13,2322660884564,First-time,186.900
2019-09-13,701867196500,Returning,94.000
2019-09-13,40974188569,Returning,115.300
2019-09-13,1748063748180,Returning,30.800
2019-09-13,1212967321684,Returning,96.420
2019-09-13,2232323244116,Returning,72.900
2019-09-13,1737556721748,Returning,28.510
2019-09-13,386800353305,Returning,106.000
2019-09-13,607282593876,Returning,41.400
2019-09-13,1207944904788,Returning,28.700
2019-09-13,2415538274388,First-time,64.600
2019-09-14,2417042423892,First-time,60.900
2019-09-14,342270476313,Returning,25.200
2019-09-14,2417808736340,First-time,76.400
2019-09-14,411203469337,Returning,48.900
2019-09-14,1184020824148,Returning,187.470
2019-09-14,2194065522772,Returning,30.400
2019-09-14,1899054891092,Returning,43.300
2019-09-14,689513201748,Returning,117.000
2019-09-14,2417124442196,First-time,30.400
2019-09-14,6227664460,Returning,49.500
2019-09-14,634972667988,Returning,52.800
2019-09-14,856314839124,Returning,100.600
2019-09-14,4877879628,Returning,39.900
2019-09-14,681011773524,Returning,50.300
2019-09-14,2417255153748,First-time,50.390
2019-09-14,2417991352404,First-time,32.400
2019-09-14,1678899282004,Returning,96.000
2019-09-14,658679070804,Returning,27.500
2019-09-14,1748311572564,Returning,25.700
2019-09-14,2417426104404,First-time,25.700
2019-09-14,13496778777,Returning,107.000
2019-09-14,395123130393,Returning,351.250
2019-09-14,603540586580,Returning,36.250
2019-09-14,2415700901972,First-time,44.400
2019-09-14,699639791700,Returning,90.600
2019-09-14,646129221716,Returning,169.800
2019-09-14,2416998023252,First-time,103.360
2019-09-14,847488090196,Returning,103.070
2019-09-14,1744383410260,Returning,34.800
2019-09-14,1209843941460,Returning,23.920
2019-09-14,1233066754132,Returning,42.200
2019-09-14,2414865088596,First-time,27.700
2019-09-14,5964513228,Returning,58.000
2019-09-14,1846308372564,Returning,58.500
2019-09-14,1211800059988,Returning,205.200
2019-09-14,1188534288468,Returning,52.570
2019-09-14,694672228436,Returning,29.680
2019-09-14,235309432857,Returning,31.300
2019-09-14,2255915712596,Returning,27.400
2019-09-14,2417115168852,First-time,29.800
2019-09-14,5537195468,Returning,159.900
2019-09-14,2310830948436,Returning,297.400
2019-09-14,635159740500,Returning,135.900
2019-09-14,137830432793,Returning,107.700
2019-09-14,1144975327316,Returning,54.800
2019-09-14,747003969620,Returning,26.600
2019-09-14,2409735225428,First-time,25.600
2019-09-14,1101022724180,Returning,212.900
2019-09-14,1239739072596,Returning,104.800
2019-09-14,2417521524820,First-time,114.900
2019-09-14,1262658617428,Returning,72.100
2019-09-14,2417400315988,First-time,25.300
2019-09-14,2417220321364,Returning,44.900
2019-09-14,2417497833556,First-time,30.000
2019-09-14,1222822658132,Returning,32.210
2019-09-14,6454981068,Returning,30.600
2019-09-14,603605565524,Returning,45.310
2019-09-14,1863120978004,Returning,80.600
2019-09-14,4964940364,Returning,62.500
2019-09-14,2309386305620,Returning,128.800
2019-09-14,2417679630420,First-time,95.500
2019-09-14,66765717529,Returning,133.600
2019-09-14,416610385945,Returning,95.300
2019-09-14,662001614932,Returning,153.300
2019-09-14,2416919281748,First-time,30.500
2019-09-14,2417236574292,First-time,31.000
2019-09-14,2417330585684,First-time,145.400
2019-09-14,2417193320532,First-time,50.000
2019-09-14,2064756637780,Returning,43.500
2019-09-14,1215350276180,Returning,30.000
2019-09-14,2228498497620,Returning,54.950
2019-09-14,1906224857172,Returning,25.700
2019-09-14,380540190745,Returning,65.580
2019-09-14,1216271089748,Returning,26.200
2019-09-14,414543839257,Returning,60.200
2019-09-14,1131507351636,Returning,450.000
2019-09-14,255597641753,Returning,77.970
2019-09-14,1252891754580,Returning,117.680
2019-09-14,686049820756,Returning,49.400
2019-09-14,426107666457,Returning,108.300
2019-09-14,699521892436,Returning,69.190
2019-09-14,411775238169,Returning,102.900
2019-09-14,45308706841,Returning,108.800
2019-09-14,1130091774036,Returning,142.980
2019-09-14,1888742244436,Returning,50.000
2019-09-14,2417889902676,First-time,51.900
2019-09-14,2093156728916,Returning,101.800
2019-09-14,2417220321364,First-time,30.000
2019-09-14,2191321890900,Returning,115.230
2019-09-14,6491274828,Returning,271.800
2019-09-14,674257600596,Returning,144.200
2019-09-14,2417048289364,First-time,123.410
2019-09-14,2417017389140,First-time,69.600
2019-09-14,2197025128532,Returning,139.900
2019-09-14,2417238048852,First-time,29.900
2019-09-14,1751864868948,Returning,39.000
2019-09-14,1992669003860,Returning,25.900
2019-09-14,5582725132,Returning,55.800
2019-09-14,2001793482836,Returning,259.500
2019-09-14,1932464160852,First-time,94.530
2019-09-14,1830091391060,Returning,55.650
2019-09-14,2106188070996,Returning,50.520
2019-09-14,603673428052,Returning,27.800
2019-09-14,2417027154004,First-time,35.490
2019-09-14,2417872240724,First-time,32.000
2019-09-14,1745923440724,Returning,69.040
2019-09-14,1134215659604,Returning,36.990
2019-09-14,2400843399252,Returning,50.000
2019-09-14,749537787988,Returning,25.300
2019-09-14,2302152998996,Returning,29.600
2019-09-14,669531045972,Returning,376.180
2019-09-14,376788811801,Returning,68.400
2019-09-14,606537220180,Returning,205.890
2019-09-14,141921910809,Returning,30.200
2019-09-14,1680827875412,Returning,156.270
2019-09-14,1179130527828,Returning,56.700
2019-09-14,5758296332,Returning,207.300
2019-09-14,5809160844,Returning,33.400
2019-09-14,688732176468,Returning,25.300
2019-09-14,2416979738708,First-time,91.900
2019-09-14,1116865429588,Returning,119.900
2019-09-14,2009192693844,Returning,90.000
2019-09-14,2412171558996,First-time,32.500
2019-09-14,2417422794836,First-time,36.300
2019-09-14,672931446868,Returning,50.900
2019-09-14,1744776888404,Returning,59.800
2019-09-14,1250377564244,Returning,38.800
2019-09-14,408525602841,Returning,58.000
2019-09-14,357340086297,Returning,130.700
2019-09-14,417004879897,Returning,80.500
2019-09-14,853839052884,Returning,59.900
2019-09-14,2416342401108,First-time,40.000
2019-09-14,2416812130388,First-time,31.400
2019-09-14,732939878484,Returning,40.000
2019-09-14,1219104407636,Returning,34.500
2019-09-15,2419525156948,First-time,47.500
2019-09-15,2074928578644,Returning,64.500
2019-09-15,671234031700,Returning,25.800
2019-09-15,385873018905,Returning,57.200
2019-09-15,2419522699348,First-time,104.880
2019-09-15,853291302996,Returning,74.690
2019-09-15,353132150809,Returning,77.000
2019-09-15,1831115817044,Returning,119.600
2019-09-15,1875133792340,Returning,81.400
2019-09-15,1744730095700,Returning,52.350
2019-09-15,225353793561,Returning,49.400
2019-09-15,2035061555284,Returning,99.350
2019-09-15,2419481378900,First-time,76.400
2019-09-15,5879070220,Returning,132.900
2019-09-15,1173938339924,Returning,151.900
2019-09-15,2419496419412,First-time,27.400
2019-09-15,319910576153,Returning,133.500
2019-09-15,3489961990,Returning,108.000
2019-09-15,2324005519444,Returning,48.800
2019-09-15,1268056817748,Returning,57.000
2019-09-15,334577336345,Returning,135.710
2019-09-15,208078012441,Returning,107.000
2019-09-15,1713186799700,Returning,110.000
2019-09-15,1921695711316,Returning,44.000
2019-09-15,618785013844,Returning,159.900
2019-09-15,6110720396,Returning,29.880
2019-09-15,2418436112468,First-time,33.000
2019-09-15,75874435097,Returning,157.000
2019-09-15,628935688276,Returning,144.800
2019-09-15,1223150272596,Returning,97.200
2019-09-15,1713477222484,Returning,110.000
2019-09-15,2420283801684,First-time,25.000
2019-09-15,2050058780756,Returning,103.200
2019-09-15,273626464281,Returning,183.950
2019-09-15,3370178374,Returning,35.800
2019-09-15,2419666878548,First-time,34.200
2019-09-15,2224893329492,Returning,162.400
2019-09-15,1103971450964,Returning,97.000
2019-09-15,2304751337556,Returning,130.500
2019-09-15,671947096148,Returning,93.800
2019-09-15,275129729049,Returning,304.810
2019-09-15,6615901900,Returning,156.650
2019-09-15,852548059220,Returning,169.900
2019-09-15,2093052919892,Returning,159.910
2019-09-15,2420105314388,First-time,30.500
2019-09-15,2419897925716,First-time,37.050
2019-09-15,2401313161300,Returning,26.700
2019-09-15,2419388153940,First-time,111.810
2019-09-15,1831257669716,Returning,103.900
2019-09-15,3422128326,Returning,96.180
2019-09-15,1848332025940,Returning,25.000
2019-09-15,1199618097236,Returning,261.800
2019-09-15,396483624985,Returning,130.400
2019-09-15,6677675276,Returning,44.000
2019-09-15,2419400507476,First-time,63.500
2019-09-15,2419330252884,First-time,100.890
2019-09-15,2419818332244,First-time,89.210
2019-09-15,2418200641620,First-time,42.190
2019-09-15,2419756367956,First-time,27.500
2019-09-15,1214608572500,Returning,49.300
2019-09-15,693966274644,Returning,121.930
2019-09-15,2129130979412,Returning,61.980
2019-09-15,2412280184916,First-time,27.300
2019-09-15,6251705292,Returning,79.800
2019-09-15,2420097187924,First-time,282.340
2019-09-15,6648330444,Returning,144.240
2019-09-15,1907850117204,Returning,86.300
2019-09-15,1680009986132,Returning,37.700
2019-09-15,1889500364884,Returning,29.100
2019-09-15,610024980564,Returning,105.380
2019-09-15,2016413417556,Returning,55.200
2019-09-15,2419492094036,First-time,39.300
2019-09-15,6575144076,Returning,25.000
2019-09-15,317167271961,Returning,29.800
2019-09-15,1825017331796,Returning,99.100
2019-09-15,2419783860308,First-time,110.200
2019-09-15,270827847705,Returning,49.800
2019-09-15,2012357689428,Returning,64.800
2019-09-15,98494119961,Returning,63.800
2019-09-15,854746333268,Returning,888.000
2019-09-15,746361258068,Returning,32.000
2019-09-15,738178891860,Returning,30.100
2019-09-15,697515606100,Returning,114.900
2019-09-15,1213401563220,Returning,106.050
2019-09-15,2419554418772,First-time,37.350
2019-09-15,1270513074260,Returning,99.800
2019-09-15,2012002779220,Returning,84.400
2019-09-15,2419581911124,First-time,139.900
2019-09-15,2194442780756,Returning,29.000
2019-09-15,2420249493588,First-time,28.300
2019-09-15,612264607828,Returning,37.830
2019-09-15,634309574740,Returning,27.300
2019-09-15,5799363788,Returning,113.690
2019-09-15,2419489931348,First-time,60.900
2019-09-15,1219185311828,Returning,55.000
2019-09-15,1206352838740,Returning,32.900
2019-09-15,1742722564180,Returning,108.800
2019-09-15,2396169011284,First-time,30.900
2019-09-15,5001229452,Returning,450.000
2019-09-15,1712081109076,Returning,25.610
2019-09-15,2370417590356,Returning,72.000
2019-09-15,2178834792532,Returning,153.900
2019-09-15,2249264365652,Returning,32.000
2019-09-15,1248230867028,Returning,40.260
2019-09-15,1742489976916,Returning,26.000
2019-09-15,1182169464916,Returning,226.980
2019-09-15,673110130772,Returning,69.300
2019-09-15,1831207141460,Returning,49.250
2019-09-15,2136393187412,First-time,33.700
2019-09-15,635061403732,Returning,42.000
2019-09-15,2015477071956,Returning,29.350
2019-09-15,646157107284,Returning,50.440
2019-09-15,2419667828820,First-time,25.600
2019-09-15,1887564431444,Returning,47.490
2019-09-15,1180205088852,Returning,46.800
2019-09-15,694035841108,Returning,34.200
2019-09-15,737083359316,Returning,79.800
2019-09-15,2419560972372,First-time,79.500
2019-09-15,2050642214996,Returning,20.450
